account_id,customer_id,account_type,balance,open_date,status
579,1868,Checking,39155.03,2018-04-17,Closed
580,1857,Checking,32161.67,2021-04-03,Active
581,1323,Savings,24344.95,2019-02-09,Inactive
582,1955,Checking,27921.44,2018-07-19,Closed
583,1537,Loan,4605.79,2020-09-09,Inactive
584,1327,Checking,35188.69,2020-01-07,Closed
585,142,Loan,56223.24,2024-06-15,Closed
586,162,Loan,10699.77,2024-09-17,Closed
587,541,Checking,12307.52,2024-09-20,Active
588,574,Savings,20001.77,2015-11-03,Active
589,963,Savings,150809.24,2023-10-29,Inactive
590,1386,Savings,82234.68,2022-06-03,Active
591,2018,Checking,108794.83,2022-11-15,Closed
592,1706,Loan,157840.60,2021-07-13,Closed
593,635,Loan,164480.61,2023-05-01,Active
594,1838,Savings,22607.45,2023-07-05,Inactive
595,932,Savings,10831.09,2022-03-31,Closed
596,100,Savings,128401.96,2020-10-22,Closed
597,924,Checking,8000.16,2020-10-06,Active
598,953,Savings,190861.41,2019-02-02,Active
599,2051,Checking,64251.53,2025-03-09,Closed
600,1622,Savings,101804.51,2021-06-16,Inactive
601,2017,Savings,133763.24,2018-04-03,Closed
602,1700,Loan,13126.29,2024-11-20,Active
603,148,Savings,45515.95,2025-02-07,Inactive
604,30,Checking,140215.75,2017-02-28,Closed
605,1508,Loan,179665.08,2019-10-27,Active
606,1627,Savings,30027.30,2022-09-01,Active
607,1153,Checking,111030.68,2019-06-23,Closed
608,1591,Savings,166881.88,2016-09-13,Closed
609,1050,Checking,38752.37,2018-04-15,Inactive
610,1609,Savings,129917.76,2020-06-26,Inactive
611,119,Checking,120475.26,2021-04-15,Closed
612,2097,Checking,40520.31,2019-06-26,Active
613,171,Checking,160829.48,2019-11-14,Closed
614,843,Savings,151831.74,2023-03-06,Closed
615,1224,Loan,134678.37,2019-11-29,Closed
616,1243,Checking,92487.84,2025-05-12,Closed
617,942,Loan,177986.41,2016-07-30,Inactive
618,889,Loan,4274.41,2016-10-03,Active
619,887,Savings,172001.78,2022-05-16,Active
620,2047,Loan,77408.63,2016-01-15,Inactive
621,1876,Checking,120163.50,2024-02-15,Active
622,2014,Checking,111946.39,2019-12-22,Inactive
623,1018,Savings,123082.25,2023-05-19,Active
624,128,Loan,9530.62,2024-09-19,Active
625,1124,Savings,60341.03,2017-07-06,Inactive
626,654,Savings,10234.34,2024-12-14,Active
627,782,Checking,148240.22,2018-02-24,Inactive
628,312,Checking,83206.15,2017-12-04,Active
629,1219,Savings,179653.60,2018-03-29,Inactive
630,581,Checking,91113.99,2019-02-03,Active
631,493,Loan,148724.24,2019-12-30,Closed
632,125,Checking,34503.55,2020-01-27,Active
633,353,Loan,46577.97,2025-03-17,Closed
634,1119,Checking,4023.07,2020-05-21,Closed
635,1965,Savings,146152.52,2020-03-13,Active
636,883,Savings,79206.56,2023-03-09,Inactive
637,123,Savings,99233.40,2020-08-07,Inactive
638,1690,Savings,194567.88,2024-07-29,Closed
639,181,Loan,12133.55,2020-08-17,Inactive
640,1154,Loan,95573.82,2024-05-24,Inactive
641,100,Loan,54028.47,2021-07-02,Active
642,962,Loan,89321.82,2022-03-07,Active
643,181,Loan,166996.19,2020-09-27,Inactive
644,2002,Savings,142971.65,2020-08-01,Closed
645,194,Checking,72488.98,2021-01-18,Closed
646,1505,Checking,164053.20,2016-10-29,Closed
647,672,Checking,131549.57,2019-12-04,Inactive
648,597,Checking,146906.59,2018-06-22,Inactive
649,1668,Savings,115832.46,2017-06-20,Inactive
650,1915,Checking,153346.31,2021-09-20,Active
651,2026,Loan,108224.85,2023-05-06,Inactive
652,1769,Savings,120231.45,2017-11-06,Active
653,1364,Checking,128915.56,2025-06-08,Inactive
654,673,Savings,68362.48,2017-01-16,Closed
655,595,Loan,68000.80,2019-10-30,Closed
656,654,Loan,27474.02,2017-09-18,Active
657,1624,Savings,164600.40,2021-11-30,Active
658,2054,Loan,7916.67,2016-05-27,Active
659,17,Checking,186868.31,2023-08-15,Closed
660,675,Loan,44969.86,2016-07-21,Closed
661,1372,Checking,22942.73,2019-03-12,Closed
662,1530,Loan,187354.08,2018-11-30,Closed
663,1609,Savings,115192.40,2025-04-25,Closed
664,1672,Loan,150188.89,2016-11-29,Active
665,925,Loan,128602.40,2020-01-19,Active
666,772,Loan,-380.48,2019-06-12,Closed
667,442,Checking,28443.29,2024-07-24,Active
668,1256,Savings,151038.01,2017-08-31,Inactive
669,858,Loan,127468.85,2022-12-16,Active
670,97,Savings,5735.04,2022-04-27,Active
671,849,Savings,165445.15,2020-04-01,Closed
672,293,Savings,50313.50,2022-03-17,Active
674,1230,Checking,77243.34,2017-09-17,Active
675,1245,Checking,123661.18,2019-01-22,Inactive
676,172,Loan,98012.36,2021-06-10,Active
677,2048,Checking,69975.14,2020-12-12,Inactive
678,1940,Checking,150460.05,2019-12-14,Active
679,1732,Loan,117218.51,2021-09-13,Inactive
680,2009,Savings,75683.44,2017-12-19,Inactive
681,356,Checking,50057.35,2021-02-27,Active
682,340,Savings,144717.87,2025-03-05,Closed
683,386,Checking,75660.15,2017-05-12,Inactive
684,989,Loan,196792.05,2018-12-31,Active
685,1323,Checking,110301.47,2022-12-21,Closed
686,1849,Savings,122550.31,2018-05-26,Active
687,43,Loan,25241.02,2015-08-22,Closed
688,116,Loan,88608.21,2022-06-28,Closed
689,743,Checking,54585.60,2023-06-07,Closed
690,1590,Loan,130567.31,2022-12-20,Active
691,1038,Loan,23092.55,2019-03-01,Closed
692,2012,Savings,180403.48,2016-06-26,Inactive
694,1748,Savings,137204.88,2025-01-05,Active
695,816,Checking,96992.61,2015-11-28,Active
696,1587,Loan,161263.93,2019-07-25,Active
697,1544,Savings,60106.46,2019-02-05,Active
698,1393,Loan,116505.75,2019-10-21,Inactive
699,937,Loan,88655.62,2022-04-09,Closed
700,476,Savings,32468.87,2024-12-22,Active
701,97,Checking,98977.21,2022-03-08,Closed
702,1762,Savings,141535.97,2018-03-13,Closed
703,1509,Loan,108468.67,2016-04-29,Inactive
704,1941,Savings,55419.89,2023-08-10,Closed
705,1730,Savings,12567.66,2021-04-22,Inactive
706,1465,Checking,79966.06,2019-01-25,Active
707,564,Savings,4333.91,2025-01-15,Active
708,766,Loan,38901.67,2017-06-06,Closed
709,1530,Loan,52232.84,2016-12-10,Active
710,760,Loan,82357.78,2025-05-13,Closed
711,163,Savings,40090.68,2018-09-12,Inactive
712,546,Loan,140145.52,2024-10-19,Active
713,1524,Savings,101794.30,2018-02-25,Active
714,462,Loan,133015.19,2024-04-03,Closed
715,2174,Savings,60320.50,2025-01-23,Active
716,1309,Savings,172047.43,2016-11-20,Active
717,773,Loan,94689.29,2024-02-20,Inactive
718,878,Savings,34069.80,2019-01-17,Closed
719,291,Savings,133250.01,2020-11-29,Closed
720,596,Savings,95276.52,2015-09-07,Active
721,675,Savings,125201.66,2022-12-27,Inactive
722,1482,Savings,165509.12,2019-06-24,Inactive
723,245,Checking,8103.24,2023-12-22,Inactive
724,1617,Savings,38117.44,2020-08-15,Closed
725,1531,Checking,89690.58,2024-07-07,Active
726,522,Checking,122786.60,2020-12-07,Closed
727,1666,Loan,174310.17,2021-03-28,Closed
728,645,Savings,119595.26,2015-08-24,Inactive
729,2037,Savings,86264.68,2021-08-22,Active
730,1710,Savings,112118.18,2016-02-01,Closed
731,597,Loan,7509.68,2022-02-11,Inactive
732,1611,Checking,92633.67,2024-02-16,Inactive
733,1244,Loan,120861.82,2017-06-26,Inactive
734,1925,Loan,97301.40,2021-05-05,Closed
735,563,Checking,67083.59,2017-01-21,Closed
736,2006,Checking,106314.19,2016-12-07,Closed
737,258,Checking,125638.84,2019-12-21,Inactive
738,1184,Loan,102460.34,2022-07-06,Inactive
740,1255,Savings,165059.91,2023-04-19,Closed
741,1686,Checking,52413.98,2024-01-02,Inactive
742,772,Loan,178055.35,2021-02-19,Active
743,1209,Savings,137264.23,2022-03-09,Inactive
744,1316,Savings,159505.14,2022-05-20,Closed
745,2131,Savings,23000.76,2018-03-14,Closed
746,1194,Loan,49028.94,2016-09-03,Closed
747,1382,Savings,177398.29,2023-06-13,Inactive
748,1536,Savings,78021.86,2022-02-21,Closed
749,1109,Loan,91545.38,2018-03-20,Inactive
750,600,Checking,120999.74,2023-04-28,Inactive
751,510,Checking,162529.46,2018-06-22,Inactive
752,14,Savings,37380.08,2020-09-23,Inactive
753,2028,Checking,186917.58,2019-05-17,Closed
754,1135,Loan,113274.45,2024-01-22,Active
755,1089,Savings,196306.32,2017-07-22,Closed
756,2006,Loan,21169.87,2020-08-25,Inactive
757,1585,Checking,23448.68,2020-01-15,Active
758,504,Checking,151904.95,2021-08-18,Active
759,169,Savings,55109.88,2022-06-05,Closed
760,2193,Checking,25048.13,2021-06-06,Active
761,1734,Savings,7507.45,2016-11-16,Closed
762,246,Savings,21842.12,2020-01-11,Closed
763,1136,Checking,85675.43,2023-02-27,Active
764,903,Loan,120534.09,2021-04-18,Inactive
765,1449,Savings,29916.43,2018-12-04,Closed
766,1298,Savings,33954.39,2016-01-21,Inactive
767,833,Loan,123067.48,2016-08-24,Active
768,374,Loan,147961.45,2020-06-30,Inactive
769,1992,Savings,18684.57,2019-11-17,Inactive
770,906,Savings,91631.08,2022-01-03,Active
771,711,Savings,55533.87,2019-01-27,Active
772,979,Loan,61353.09,2019-08-12,Closed
773,1584,Checking,42284.26,2024-09-18,Active
774,336,Checking,142341.21,2019-11-29,Inactive
775,616,Loan,177567.74,2020-12-05,Closed
776,1558,Savings,108023.56,2020-12-23,Inactive
777,841,Loan,98049.73,2020-04-16,Closed
778,1403,Checking,3653.52,2021-02-19,Closed
779,1589,Checking,121114.06,2015-07-08,Inactive
780,592,Loan,15010.07,2016-12-23,Closed
781,1547,Savings,157508.03,2017-08-03,Active
782,893,Checking,70329.73,2017-11-18,Inactive
783,1019,Loan,57781.10,2017-11-02,Active
784,1555,Loan,175484.98,2016-09-16,Active
785,1000,Loan,139364.97,2024-04-29,Inactive
786,90,Checking,114117.13,2024-01-06,Inactive
787,1561,Savings,97936.97,2020-07-06,Closed
788,1825,Checking,17436.91,2024-12-25,Inactive
789,1427,Savings,53458.89,2017-03-01,Inactive
790,1961,Savings,33292.60,2018-12-09,Closed
791,2119,Loan,105952.78,2016-10-20,Active
792,149,Checking,72596.65,2017-08-22,Active
793,369,Loan,183127.91,2016-05-16,Active
794,206,Checking,15390.70,2021-07-19,Inactive
795,1856,Savings,58277.14,2019-08-18,Inactive
796,1141,Savings,45432.28,2016-05-30,Inactive
797,683,Loan,12889.17,2024-11-17,Active
798,214,Loan,130751.69,2025-03-23,Closed
799,721,Checking,109361.68,2024-04-24,Inactive
800,688,Savings,2944.95,2019-06-12,Active
801,316,Savings,154453.68,2015-11-12,Inactive
802,733,Loan,24389.52,2025-02-01,Inactive
803,1512,Loan,35374.26,2018-01-17,Closed
804,766,Savings,157275.13,2018-08-12,Inactive
805,704,Checking,102405.80,2018-01-14,Active
806,2052,Loan,178915.06,2016-02-18,Inactive
807,553,Savings,9193.07,2018-04-07,Active
808,542,Savings,172268.50,2020-09-17,Inactive
809,1144,Checking,48780.68,2016-08-20,Active
810,451,Loan,49267.07,2023-12-18,Closed
811,174,Savings,196562.69,2022-09-20,Active
812,3,Checking,91884.93,2022-05-24,Inactive
813,1618,Loan,108064.53,2022-12-03,Inactive
814,2151,Checking,192402.03,2016-03-27,Closed
815,1450,Loan,115283.11,2022-05-01,Closed
816,1660,Checking,104455.82,2024-06-26,Inactive
817,684,Loan,171514.33,2018-11-19,Active
818,150,Savings,14220.12,2024-10-09,Inactive
819,1223,Savings,120681.35,2018-03-01,Inactive
820,1568,Checking,59553.35,2024-11-11,Active
821,1289,Checking,39339.92,2018-04-06,Active
822,883,Checking,154901.95,2021-11-22,Active
823,1843,Loan,158000.12,2022-05-31,Closed
824,573,Loan,158648.99,2023-02-02,Inactive
825,1002,Savings,2783.80,2020-05-21,Active
826,1799,Checking,97098.55,2016-06-27,Inactive
827,1906,Checking,176417.88,2015-10-10,Inactive
828,535,Checking,191903.48,2015-08-01,Active
829,597,Loan,184510.72,2023-08-22,Inactive
830,1533,Savings,69786.30,2023-10-04,Inactive
831,1776,Savings,119446.41,2019-03-24,Inactive
832,2100,Loan,95160.17,2021-01-13,Inactive
833,278,Checking,65956.20,2020-06-15,Inactive
834,2076,Savings,1716.77,2025-05-02,Active
835,598,Loan,142076.56,2022-06-05,Inactive
836,246,Savings,101656.09,2018-08-12,Closed
837,2135,Checking,4340.04,2021-09-04,Inactive
838,1369,Loan,91788.34,2021-06-01,Closed
839,1338,Checking,73277.49,2015-10-09,Closed
840,506,Checking,151577.74,2017-06-03,Inactive
841,2106,Savings,133097.16,2017-11-10,Closed
842,2073,Savings,199728.23,2017-01-01,Active
843,1548,Checking,131953.56,2019-02-27,Inactive
844,1095,Savings,28013.35,2021-08-28,Active
845,382,Loan,76469.85,2021-02-11,Inactive
846,903,Savings,8324.69,2018-09-03,Active
847,545,Savings,83384.36,2016-05-04,Active
848,1711,Savings,85095.75,2017-06-21,Closed
849,1046,Savings,-386.32,2018-03-19,Active
850,670,Savings,52734.29,2021-03-18,Inactive
851,271,Savings,93395.48,2019-03-26,Active
852,2022,Savings,15533.89,2019-10-03,Inactive
853,1404,Loan,145448.34,2018-11-02,Inactive
854,1921,Checking,115197.21,2022-10-21,Closed
855,1355,Loan,132820.77,2019-11-09,Closed
856,638,Loan,136232.44,2022-01-28,Closed
857,2131,Loan,55432.41,2022-10-08,Closed
858,1005,Savings,162893.84,2025-05-09,Inactive
859,1980,Checking,65294.80,2019-04-01,Closed
860,1232,Checking,194538.61,2023-05-16,Inactive
861,211,Loan,59718.67,2016-07-04,Inactive
862,437,Savings,110780.32,2022-09-17,Active
863,1019,Checking,180987.52,2023-07-21,Active
864,2072,Checking,82235.33,2021-01-16,Inactive
865,1718,Loan,65908.23,2022-11-08,Active
866,994,Savings,124423.16,2020-07-15,Closed
867,272,Checking,185187.96,2020-05-26,Active
868,1785,Checking,162919.70,2015-11-07,Active
869,1697,Checking,195660.90,2019-01-16,Inactive
870,1518,Savings,61255.49,2016-12-05,Inactive
871,2015,Checking,117478.86,2020-01-07,Inactive
872,1762,Savings,56936.75,2024-03-22,Closed
873,676,Checking,31418.00,2018-06-12,Inactive
874,1544,Savings,19682.30,2018-08-01,Active
875,35,Savings,107844.28,2017-06-29,Inactive
876,379,Loan,129417.94,2016-09-20,Active
877,9,Checking,35103.40,2019-11-21,Active
878,1194,Checking,135587.31,2021-01-30,Closed
879,1464,Loan,114185.45,2023-11-11,Active
880,677,Checking,65693.42,2018-07-13,Active
881,338,Savings,122679.85,2015-10-12,Active
882,697,Checking,164750.28,2021-05-13,Inactive
884,2155,Savings,166276.34,2020-11-28,Inactive
885,568,Savings,92198.48,2019-04-29,Inactive
886,645,Loan,155103.07,2018-03-25,Closed
887,394,Checking,121099.96,2017-03-05,Closed
888,1163,Savings,78375.39,2022-03-17,Inactive
890,1470,Loan,60932.95,2020-12-23,Closed
891,1643,Checking,161296.66,2021-06-11,Active
892,1267,Loan,64985.23,2020-11-09,Active
893,1890,Savings,140498.54,2015-06-22,Active
894,326,Savings,117330.46,2018-01-30,Active
895,605,Savings,199644.26,2022-01-19,Active
896,612,Loan,14225.15,2020-04-23,Inactive
897,1311,Loan,47470.44,2021-09-16,Inactive
899,1240,Loan,41559.26,2021-06-17,Inactive
900,139,Checking,30884.46,2024-05-09,Active
901,1414,Savings,9306.89,2019-01-03,Inactive
902,1596,Savings,162410.02,2022-02-15,Inactive
903,1629,Loan,172446.17,2016-05-17,Inactive
904,545,Checking,148928.89,2023-05-01,Closed
905,1730,Loan,62615.07,2018-03-01,Closed
906,754,Savings,173769.42,2017-12-28,Active
907,1027,Checking,18189.87,2024-12-30,Inactive
908,607,Savings,176785.93,2024-01-06,Active
909,2101,Loan,98819.21,2020-04-03,Inactive
910,829,Loan,35692.84,2025-04-18,Active
911,38,Loan,71825.87,2025-04-08,Inactive
912,1528,Checking,48.83,2018-11-07,Inactive
913,2053,Savings,41817.88,2025-04-29,Inactive
914,2069,Checking,105939.25,2018-01-03,Closed
915,806,Checking,153827.22,2024-07-06,Closed
916,162,Checking,192810.58,2024-12-20,Closed
917,1189,Loan,199356.42,2022-05-16,Inactive
918,183,Checking,66187.38,2022-01-23,Inactive
919,258,Checking,165825.33,2024-01-22,Inactive
920,1899,Loan,114165.48,2025-04-20,Inactive
921,913,Checking,52572.45,2024-06-13,Closed
922,159,Savings,133520.66,2015-09-16,Closed
923,1041,Checking,52705.87,2017-02-15,Closed
924,939,Savings,43971.09,2015-12-28,Inactive
925,979,Checking,-48.79,2022-04-06,Active
926,312,Checking,106819.16,2021-04-02,Closed
927,1708,Savings,100101.24,2018-07-10,Closed
928,1255,Loan,132494.50,2024-06-24,Inactive
929,875,Loan,132088.36,2021-04-27,Inactive
930,475,Savings,185088.65,2020-04-23,Inactive
931,1346,Savings,108785.18,2020-10-05,Active
932,59,Loan,85614.85,2018-10-15,Inactive
933,1006,Checking,3648.52,2016-01-02,Active
934,1058,Savings,131320.16,2020-10-20,Closed
935,1054,Checking,31953.22,2018-06-07,Inactive
936,836,Loan,32363.41,2019-01-21,Active
937,1183,Checking,199575.96,2022-09-11,Closed
938,281,Savings,196554.13,2017-03-20,Active
939,14,Savings,12729.45,2019-10-16,Inactive
940,734,Savings,152862.51,2017-02-01,Inactive
941,498,Loan,153082.96,2022-10-24,Closed
942,1906,Loan,23980.55,2019-06-08,Closed
943,1140,Savings,70929.94,2023-01-13,Active
944,1447,Savings,77270.08,2015-10-06,Active
945,1026,Loan,3154.62,2023-04-18,Closed
946,354,Savings,32039.57,2018-03-19,Inactive
947,657,Loan,162951.20,2023-11-28,Closed
948,796,Checking,198218.26,2019-11-23,Closed
949,1440,Savings,67706.25,2017-10-30,Inactive
950,1772,Savings,161358.65,2015-12-16,Inactive
951,870,Savings,37623.81,2016-03-24,Closed
952,1981,Loan,149420.74,2021-05-28,Active
953,929,Loan,186726.14,2016-05-11,Inactive
954,1876,Checking,64103.91,2018-07-30,Inactive
955,816,Savings,6794.09,2020-06-16,Active
956,16,Loan,70762.00,2015-07-16,Closed
957,1526,Loan,67414.49,2022-12-27,Closed
958,31,Checking,172332.37,2025-02-27,Active
959,550,Savings,118727.02,2019-04-27,Closed
960,478,Loan,26721.95,2022-12-29,Inactive
963,1202,Savings,171660.71,2024-03-07,Active
964,1230,Loan,192797.64,2016-11-16,Active
965,1058,Checking,199855.79,2016-04-05,Inactive
966,1393,Checking,196252.71,2019-12-05,Closed
967,1491,Savings,99406.55,2024-02-06,Closed
968,1229,Checking,4057.81,2021-09-29,Inactive
969,1343,Savings,142215.96,2025-06-04,Active
970,2151,Loan,119708.96,2017-03-02,Active
972,1368,Checking,177625.88,2015-11-18,Active
973,870,Loan,159974.50,2021-07-25,Active
974,202,Checking,61953.45,2019-12-22,Closed
975,327,Loan,109561.77,2018-05-13,Closed
976,1218,Loan,131408.89,2020-06-29,Active
977,1654,Savings,62034.39,2024-12-02,Inactive
978,381,Loan,66319.94,2023-01-25,Closed
979,214,Savings,13283.88,2024-05-09,Closed
980,17,Savings,178226.18,2020-04-07,Active
981,1922,Checking,80900.73,2016-03-17,Active
982,1083,Savings,117966.20,2020-09-14,Closed
983,1015,Savings,66479.60,2017-03-29,Active
984,426,Loan,162355.77,2020-09-08,Inactive
985,895,Loan,141486.38,2023-12-16,Active
986,2088,Savings,197924.19,2017-03-28,Active
987,2143,Checking,115126.50,2019-11-21,Closed
988,769,Checking,109286.54,2015-07-27,Active
989,1761,Savings,122458.22,2024-03-04,Inactive
990,789,Loan,58187.61,2024-04-10,Active
991,1657,Loan,82014.38,2023-05-03,Closed
992,1179,Checking,49430.65,2023-10-06,Active
993,1722,Checking,129491.69,2025-04-07,Inactive
994,6,Savings,80811.77,2021-05-27,Active
995,1037,Loan,25202.30,2016-10-11,Active
996,492,Loan,49380.42,2020-12-16,Closed
997,165,Savings,199628.07,2022-04-11,Closed
998,191,Loan,13975.95,2018-03-11,Inactive
999,545,Savings,54948.09,2017-09-26,Active
1000,12,Loan,41646.10,2017-05-30,Active
1001,57,Checking,20944.21,2018-11-08,Active
1002,1832,Savings,28971.00,2023-03-22,Closed
1003,505,Checking,64684.88,2025-05-14,Inactive
1004,1552,Loan,103532.62,2016-01-14,Inactive
1005,1817,Loan,39910.56,2016-07-13,Closed
1006,598,Savings,77536.81,2022-03-25,Active
1007,995,Checking,97527.16,2024-11-23,Inactive
1008,1792,Savings,50048.31,2024-05-13,Inactive
1009,1899,Savings,11811.62,2020-04-03,Active
1010,1880,Loan,57459.12,2015-09-11,Inactive
1011,453,Checking,27709.92,2020-09-13,Inactive
1012,726,Checking,153695.24,2023-08-03,Inactive
1013,2170,Savings,117090.13,2022-05-01,Inactive
1014,1242,Loan,44475.31,2019-06-21,Active
1015,1129,Checking,192683.39,2019-05-15,Inactive
1016,658,Checking,43723.41,2015-08-28,Active
1017,71,Savings,128866.68,2025-05-11,Inactive
1018,897,Loan,101694.39,2020-09-24,Active
1019,450,Checking,144109.16,2023-06-22,Closed
1020,1044,Loan,19316.34,2017-02-28,Closed
